Filename,Predictions
test_folder/BIND.1.jpg,BIND
test_folder/BIND.10.jpg,BIND
test_folder/BIND.11.jpg,BIND
test_folder/BIND.12.jpg,BIND
test_folder/BIND.13.jpg,BIND
test_folder/BIND.14.jpg,BIND
test_folder/BIND.15.jpg,BIND
test_folder/BIND.16.jpg,BIND
test_folder/BIND.17.jpg,BIND
test_folder/BIND.18.jpg,BIND
test_folder/BIND.19.jpg,BIND
test_folder/BIND.2.jpg,BIND
test_folder/BIND.20.jpg,BIND
test_folder/BIND.21.jpg,BIND
test_folder/BIND.22.jpg,BIND
test_folder/BIND.23.jpg,BIND
test_folder/BIND.24.jpg,BIND
test_folder/BIND.25.jpg,BIND
test_folder/BIND.26.jpg,BIND
test_folder/BIND.27.jpg,BIND
test_folder/BIND.28.jpg,BIND
test_folder/BIND.29.jpg,BIND
test_folder/BIND.3.jpg,BIND
test_folder/BIND.30.jpg,BIND
test_folder/BIND.31.jpg,BIND
test_folder/BIND.32.jpg,BIND
test_folder/BIND.33.jpg,BIND
test_folder/BIND.34.jpg,BIND
test_folder/BIND.35.jpg,BIND
test_folder/BIND.36.jpg,BIND
test_folder/BIND.37.jpg,BIND
test_folder/BIND.38.jpg,BIND
test_folder/BIND.39.jpg,BIND
test_folder/BIND.4.jpg,BIND
test_folder/BIND.40.jpg,BIND
test_folder/BIND.41.jpg,BIND
test_folder/BIND.42.jpg,BIND
test_folder/BIND.43.jpg,BIND
test_folder/BIND.44.jpg,BIND
test_folder/BIND.45.jpg,BIND
test_folder/BIND.46.jpg,BIND
test_folder/BIND.47.jpg,BIND
test_folder/BIND.48.jpg,BIND
test_folder/BIND.49.jpg,BIND
test_folder/BIND.5.jpg,BIND
test_folder/BIND.50.jpg,BIND
test_folder/BIND.51.jpg,BIND
test_folder/BIND.52.jpg,BIND
test_folder/BIND.53.jpg,BIND
test_folder/BIND.54.jpg,BIND
test_folder/BIND.55.jpg,BIND
test_folder/BIND.56.jpg,BIND
test_folder/BIND.57.jpg,BIND
test_folder/BIND.58.jpg,BIND
test_folder/BIND.59.jpg,BIND
test_folder/BIND.6.jpg,BIND
test_folder/BIND.60.jpg,BIND
test_folder/BIND.7.jpg,BIND
test_folder/BIND.8.jpg,BIND
test_folder/BIND.9.jpg,BIND
test_folder/NBND.1.jpg,NBND
test_folder/NBND.10.jpg,BIND
test_folder/NBND.11.jpg,BIND
test_folder/NBND.12.jpg,BIND
test_folder/NBND.13.jpg,BIND
test_folder/NBND.14.jpg,BIND
test_folder/NBND.15.jpg,NBND
test_folder/NBND.16.jpg,BIND
test_folder/NBND.17.jpg,BIND
test_folder/NBND.18.jpg,BIND
test_folder/NBND.19.jpg,NBND
test_folder/NBND.2.jpg,BIND
test_folder/NBND.20.jpg,BIND
test_folder/NBND.21.jpg,BIND
test_folder/NBND.22.jpg,NBND
test_folder/NBND.23.jpg,BIND
test_folder/NBND.24.jpg,NBND
test_folder/NBND.25.jpg,NBND
test_folder/NBND.26.jpg,NBND
test_folder/NBND.27.jpg,NBND
test_folder/NBND.28.jpg,BIND
test_folder/NBND.29.jpg,NBND
test_folder/NBND.3.jpg,BIND
test_folder/NBND.30.jpg,NBND
test_folder/NBND.31.jpg,NBND
test_folder/NBND.32.jpg,NBND
test_folder/NBND.33.jpg,NBND
test_folder/NBND.34.jpg,NBND
test_folder/NBND.35.jpg,NBND
test_folder/NBND.36.jpg,NBND
test_folder/NBND.37.jpg,BIND
test_folder/NBND.38.jpg,NBND
test_folder/NBND.39.jpg,NBND
test_folder/NBND.4.jpg,NBND
test_folder/NBND.40.jpg,NBND
test_folder/NBND.41.jpg,NBND
test_folder/NBND.42.jpg,NBND
test_folder/NBND.43.jpg,NBND
test_folder/NBND.44.jpg,NBND
test_folder/NBND.45.jpg,NBND
test_folder/NBND.46.jpg,NBND
test_folder/NBND.47.jpg,NBND
test_folder/NBND.48.jpg,NBND
test_folder/NBND.49.jpg,NBND
test_folder/NBND.5.jpg,NBND
test_folder/NBND.50.jpg,NBND
test_folder/NBND.51.jpg,BIND
test_folder/NBND.52.jpg,NBND
test_folder/NBND.53.jpg,BIND
test_folder/NBND.54.jpg,BIND
test_folder/NBND.55.jpg,NBND
test_folder/NBND.56.jpg,BIND
test_folder/NBND.57.jpg,NBND
test_folder/NBND.58.jpg,BIND
test_folder/NBND.59.jpg,NBND
test_folder/NBND.6.jpg,NBND
test_folder/NBND.60.jpg,NBND
test_folder/NBND.7.jpg,BIND
test_folder/NBND.8.jpg,BIND
test_folder/NBND.9.jpg,BIND
